Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Franchise,Console_Company
5698,FIFA 2001 Major League Soccer,PlayStation,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,00s,FIFA,Sony
8944,FIFA Soccer 2002,PlayStation,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,00s,FIFA,Sony
8733,FIFA Soccer 96,PlayStation,1995,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,90s,FIFA,Sony
8767,FIFA Soccer 97,PlayStation,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,90s,FIFA,Sony
2833,FIFA: Road to World Cup 98,PlayStation,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,90s,FIFA,Sony
8423,Fighter Maker,PlayStation,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,90s,Other,Sony
1511,Fighting Force,PlayStation,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32,90s,Other,Sony
3686,Fighting Force 2,PlayStation,1999,Action,Eidos Interactive,0.31,0.21,0,0.04,0.55,90s,Other,Sony
6476,Final Doom,PlayStation,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27,90s,Other,Sony
2607,Final Fantasy Anthology,PlayStation,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,90s,Final Fantasy,Sony
3884,Final Fantasy Chronicles,PlayStation,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52,00s,Final Fantasy,Sony
4416,Final Fantasy Collection,PlayStation,1999,Role-Playing,Square,0,0,0.42,0.03,0.45,90s,Final Fantasy,Sony
5864,Final Fantasy IV,PlayStation,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31,90s,Final Fantasy,Sony
182,Final Fantasy IX,PlayStation,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,00s,Final Fantasy,Sony
650,Final Fantasy Tactics,PlayStation,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,90s,Final Fantasy,Sony
8485,Final Fantasy V,PlayStation,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17,90s,Final Fantasy,Sony
69,Final Fantasy VII,PlayStation,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,90s,Final Fantasy,Sony
3262,Final Fantasy VII International,PlayStation,1997,Role-Playing,Square,0,0,0.59,0.04,0.63,90s,Final Fantasy,Sony
92,Final Fantasy VIII,PlayStation,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90s,Final Fantasy,Sony
7916,Fire ProWrestling G,PlayStation,1999,Fighting,Human Entertainment,0,0,0.18,0.01,0.19,90s,Other,Sony
6034,Fisherman's Bait 2: Big Ol' Bass,PlayStation,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29,90s,Other,Sony
2454,Ford Racing,PlayStation,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86,00s,Other,Sony
2726,Formula 1,PlayStation,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,90s,Other,Sony
5317,Formula 1 Championship Edition,PlayStation,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,90s,Other,Sony
6969,Forsaken,PlayStation,1998,Shooter,Acclaim Entertainment,0.13,0.09,0,0.02,0.24,90s,Other,Sony
9129,Fox Sports Golf '99,PlayStation,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14,90s,Other,Sony
9319,Frank Thomas Big Hurt Baseball,PlayStation,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,90s,Other,Sony
291,Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16,90s,Other,Sony
1356,Frogger 2: Swampy's Revenge,PlayStation,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,1.43,90s,Other,Sony
3413,From TV Animation One Piece: Grand Battle 2,PlayStation,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6,00s,Other,Sony
5382,From TV Animation One Piece: Tobidase Kaizokudan!,PlayStation,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35,00s,Other,Sony
3846,Front Mission 2,PlayStation,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53,90s,Other,Sony
3915,Front Mission 3,PlayStation,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,90s,Other,Sony
9172,Front Mission Alternative,PlayStation,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14,90s,Other,Sony
5998,Future Cop L.A.P.D.,PlayStation,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3,90s,Other,Sony
7016,Galaga: Destination Earth,PlayStation,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02,0.24,00s,Other,Sony
9058,Galerians,PlayStation,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15,90s,Other,Sony
8005,Gallop Racer,PlayStation,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19,90s,Other,Sony
6884,Gallop Racer (JP),PlayStation,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,90s,Other,Sony
6513,Gallop Racer 2: One and Only Road to Victory,PlayStation,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27,90s,Other,Sony
9941,Gallop Racer 2000,PlayStation,2000,Sports,Tecmo Koei,0,0,0.11,0.01,0.12,00s,Other,Sony
4211,Gauntlet Legends,PlayStation,2000,Action,Midway Games,0.26,0.18,0,0.03,0.47,00s,Other,Sony
2417,Gex,PlayStation,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87,90s,Other,Sony
3824,Gex 3: Deep Cover Gecko,PlayStation,1999,Platform,Eidos Interactive,0.3,0.2,0,0.03,0.53,90s,Other,Sony
3525,Gex: Enter the Gecko,PlayStation,1998,Platform,BMG Interactive Entertainment,0.32,0.22,0,0.04,0.58,90s,Other,Sony
8429,Glover,PlayStation,1999,Platform,Atari,0.09,0.06,0,0.01,0.17,90s,Other,Sony
6910,G-Police,PlayStation,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24,90s,Other,Sony
54,Gran Turismo,PlayStation,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95,90s,Other,Sony
71,Gran Turismo 2,PlayStation,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,90s,Other,Sony
702,Grand Theft Auto,PlayStation,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,90s,Grand Theft Auto,Sony
400,Grand Theft Auto 2,PlayStation,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,90s,Grand Theft Auto,Sony
6825,Grandia,PlayStation,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25,90s,Other,Sony
4508,Grind Session,PlayStation,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44,00s,Other,Sony
4755,Grudge Warriors,PlayStation,1999,Action,Take-Two Interactive,0.23,0.16,0,0.03,0.41,90s,Other,Sony
9859,Guardian's Crusade,PlayStation,1998,Role-Playing,Activision,0.07,0.05,0,0.01,0.12,90s,Other,Sony
9409,Guilty Gear,PlayStation,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,90s,Other,Sony
6892,Guitar Freaks,PlayStation,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02,0.24,90s,Other,Sony
7100,Gundam Battle Assault,PlayStation,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,90s,Other,Sony
9262,Gundam: The Battle Master,PlayStation,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14,90s,Other,Sony
6375,Gunship,PlayStation,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27,90s,Other,Sony
879,Harry Potter and the Chamber of Secrets,PlayStation,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,00s,Other,Sony
339,Harry Potter and the Sorcerer's Stone,PlayStation,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,00s,Other,Sony
5668,Harvest Moon: Back to Nature,PlayStation,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,90s,Other,Sony
7481,HBO Boxing,PlayStation,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,00s,Other,Sony
5767,Heart of Darkness,PlayStation,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32,90s,Other,Sony
539,Hot Shots Golf,PlayStation,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,90s,Other,Sony
944,Hot Shots Golf 2,PlayStation,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,90s,Other,Sony
1966,Hot Wheels Turbo Racing,PlayStation,1999,Racing,Electronic Arts,0.59,0.4,0,0.07,1.07,90s,Other,Sony
9379,Houshinengi,PlayStation,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,0.14,90s,Other,Sony
4313,Hydro Thunder,PlayStation,1999,Racing,Midway Games,0.26,0.17,0,0.03,0.46,90s,Other,Sony
9368,In the Hunt,PlayStation,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,90s,Other,Sony
4480,Independence Day,PlayStation,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44,90s,Other,Sony
1661,Intelligent Qube,PlayStation,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22,90s,Other,Sony
9401,Interactive Sampler Disc 6,PlayStation,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,90s,Other,Sony
4713,International Superstar Soccer Pro '98,PlayStation,1998,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,90s,Other,Sony
3944,International Track & Field,PlayStation,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,90s,Other,Sony
9155,Iron & Blood,PlayStation,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,90s,Other,Sony
2738,ISS Pro Evolution,PlayStation,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76,90s,Other,Sony
7380,Jackie Chan: Stuntmaster,PlayStation,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22,90s,Other,Sony
6483,Jade Cocoon: Story of the Tamamayu,PlayStation,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02,0.27,90s,Other,Sony
3439,Jampack Fall 2001,PlayStation,2001,Misc,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59,00s,Other,Sony
1192,Jampack Summer 2K,PlayStation,2000,Misc,Sony Computer Entertainment,0.88,0.6,0,0.1,1.58,00s,Other,Sony
2182,Jampack Summer '99,PlayStation,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,90s,Other,Sony
8189,Jampack Vol. 1,PlayStation,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18,90s,Other,Sony
3827,Jampack Vol. 2,PlayStation,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53,90s,Other,Sony
2113,Jampack Winter 2000,PlayStation,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1,00s,Other,Sony
1843,Jampack Winter '98,PlayStation,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13,90s,Other,Sony
1082,Jampack Winter '99,PlayStation,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69,90s,Other,Sony
2934,Jeopardy!,PlayStation,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,0.71,90s,Other,Sony
6061,Jeopardy! 2nd Edition,PlayStation,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29,00s,Other,Sony
2915,Jeremy McGrath Supercross 2000,PlayStation,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71,00s,Other,Sony
2022,Jeremy McGrath Supercross 98,PlayStation,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04,90s,Other,Sony
7223,Jersey Devil,PlayStation,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,90s,Other,Sony
976,Jet Moto,PlayStation,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,90s,Other,Sony
912,Jet Moto 2,PlayStation,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,90s,Other,Sony
2818,Jet Moto 3,PlayStation,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74,90s,Other,Sony
4673,JGTC: All-Japan Grand Touring Car Championship,PlayStation,1998,Racing,TYO,0.23,0.16,0,0.03,0.42,90s,Other,Sony
6047,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PlayStation,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29,00s,Other,Sony
6872,Jikkyou Powerful Pro Yakyuu 2001,PlayStation,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24,00s,Other,Sony
3435,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PlayStation,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59,90s,Other,Sony
3443,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PlayStation,1998,Sports,Konami Digital Entertainment,0,0,0.55,0.04,0.59,90s,Other,Sony
6467,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PlayStation,1998,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.27,90s,Other,Sony
2576,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PlayStation,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.05,0.81,90s,Other,Sony
6528,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PlayStation,1999,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.26,90s,Other,Sony
8738,J-League Jikkyou Winning Eleven 2000,PlayStation,2000,Sports,Konami Digital Entertainment,0,0,0.15,0.01,0.16,00s,Other,Sony
7858,J-League Jikkyou Winning Eleven 3,PlayStation,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19,90s,Other,Sony
5922,Jumping Flash!,PlayStation,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3,90s,Other,Sony
6845,Jumping Flash! 2,PlayStation,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,90s,Other,Sony
6909,K-1 Revenge,PlayStation,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24,90s,Other,Sony
6046,Kagero: Deception II,PlayStation,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,90s,Other,Sony
9171,Kamen Rider Ryuki,PlayStation,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14,00s,Other,Sony
7334,Kartia: The Word of Fate,PlayStation,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,90s,Other,Sony
8622,Kawa no Nushi Tsuri,PlayStation,1998,Sports,Victor Interactive,0,0,0.15,0.01,0.16,90s,Other,Sony
5159,Kileak: The DNA Imperative,PlayStation,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37,90s,Other,Sony
8610,King's Field,PlayStation,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16,90s,Other,Sony
6532,King's Field II,PlayStation,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,90s,Other,Sony
5821,KISS Pinball,PlayStation,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31,00s,Other,Sony
8150,Klonoa: Door to Phantomile,PlayStation,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18,90s,Other,Sony
1252,Knockout Kings,PlayStation,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52,90s,Other,Sony
1395,Knockout Kings 2000,PlayStation,1999,Fighting,Electronic Arts,1.02,0.34,0,0.05,1.41,90s,Other,Sony
4824,Knockout Kings 2001,PlayStation,2000,Fighting,Electronic Arts,0.23,0.15,0,0.03,0.41,00s,Other,Sony
8939,Kowloon's Gate,PlayStation,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15,90s,Other,Sony
9500,Kurt Warner's Arena Football Unleashed,PlayStation,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13,00s,Other,Sony
5404,Kurushi Final: Mental Blocks,PlayStation,1998,Puzzle,Sony Computer Entertainment,0,0,0.32,0.02,0.34,90s,Other,Sony
3119,Legend of Legaia,PlayStation,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0,0.04,0.66,90s,Other,Sony
1873,Legend of Mana,PlayStation,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,90s,Other,Sony
8295,LEGO Island 2: The Brickster's Revenge,PlayStation,2001,Adventure,LEGO Media,0.1,0.07,0,0.01,0.18,00s,LEGO,Sony
5287,LEGO Racers,PlayStation,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36,90s,LEGO,Sony
6141,Looney Tunes Racing,PlayStation,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,00s,Other,Sony
9930,Looney Tunes: Sheep Raider,PlayStation,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12,00s,Other,Sony
6960,Lucky Luke,PlayStation,1998,Platform,Ocean,0.13,0.09,0,0.02,0.24,90s,Other,Sony
5396,Lunar 2: Eternal Blue Complete,PlayStation,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35,90s,Other,Sony
3674,Lunar: Silver Star Story Complete,PlayStation,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,90s,Other,Sony
5964,Macross Digital Mission VF-X,PlayStation,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3,90s,Other,Sony
1029,Madden NFL 2000,PlayStation,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75,90s,Madden,Sony
1105,Madden NFL 2001,PlayStation,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67,00s,Madden,Sony
1415,Madden NFL 2002,PlayStation,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39,00s,Madden,Sony
1517,Madden NFL 97,PlayStation,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,1.32,90s,Madden,Sony
1458,Madden NFL 98,PlayStation,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35,90s,Madden,Sony
1048,Madden NFL 99,PlayStation,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74,90s,Madden,Sony
9844,Magic: The Gathering - Battlemage,PlayStation,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12,90s,Other,Sony
6756,Marie no Atelier: Salburg no Renkinjutsushi,PlayStation,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25,90s,Other,Sony
5441,Marvel Super Heroes,PlayStation,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34,90s,Marvel,Sony
6630,Marvel Super Heroes vs. Street Fighter,PlayStation,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26,90s,Marvel,Sony
2673,Marvel vs. Capcom: Clash of Super Heroes,PlayStation,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78,90s,Marvel,Sony
9412,Mary-Kate and Ashley: Crush Course,PlayStation,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,00s,Other,Sony
3170,Mary-Kate and Ashley: Magical Mystery Mall,PlayStation,2000,Adventure,Acclaim Entertainment,0.36,0.24,0,0.04,0.65,00s,Other,Sony
9200,Mary-Kate and Ashley: Winners Circle,PlayStation,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,00s,Other,Sony
3789,Mat Hoffman's Pro BMX,PlayStation,2001,Sports,Activision,0.3,0.2,0,0.04,0.54,00s,Other,Sony
6614,McGrath Vs. Pastrana Freestyle Motocross,PlayStation,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26,00s,Other,Sony
7692,MDK,PlayStation,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2,90s,Other,Sony
5263,MechWarrior 2: 31st Century Combat,PlayStation,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36,90s,Other,Sony
581,Medal of Honor,PlayStation,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67,90s,Other,Sony
2179,Medal of Honor: Underground,PlayStation,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97,00s,Other,Sony
2535,MediEvil,PlayStation,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.05,0.83,90s,Other,Sony
5099,MediEvil II,PlayStation,1999,Action,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38,90s,Other,Sony
2394,Mega Man 8 Anniversary Collector's Edition,PlayStation,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,90s,Mega Man,Sony
2529,Mega Man Legends,PlayStation,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,90s,Mega Man,Sony
4726,Mega Man Legends 2,PlayStation,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,00s,Mega Man,Sony
2018,Mega Man X4,PlayStation,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,90s,Mega Man,Sony
2767,Mega Man X5,PlayStation,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,00s,Mega Man,Sony
4707,Mega Man X6,PlayStation,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,00s,Mega Man,Sony
151,Metal Gear Solid,PlayStation,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,90s,Metal Gear Solid,Sony
1731,Metal Gear Solid VR Missions,PlayStation,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18,90s,Metal Gear Solid,Sony
2234,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PlayStation,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94,90s,Other,Sony
4347,Missile Command,PlayStation,1999,Shooter,Atari,0.25,0.17,0,0.03,0.45,90s,Other,Sony
3899,Mission: Impossible,PlayStation,1999,Action,Infogrames,0.29,0.2,0,0.03,0.52,90s,Other,Sony
2245,MLB 2000,PlayStation,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94,90s,Other,Sony
2384,MLB 2001,PlayStation,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89,00s,Other,Sony
4575,MLB 2002,PlayStation,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43,00s,Other,Sony
2458,MLB 99,PlayStation,1998,Sports,Sony Computer Entertainment,0.48,0.32,0,0.06,0.86,90s,Other,Sony
6116,MLB Pennant Race,PlayStation,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,90s,Other,Sony
4408,Mobile Suit Gundam,PlayStation,1995,Action,Namco Bandai Games,0,0,0.42,0.03,0.45,90s,Other,Sony
5087,Mobile Suit Gundam version 2.0,PlayStation,1996,Action,Namco Bandai Games,0,0,0.36,0.02,0.38,90s,Other,Sony
3559,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PlayStation,2000,Strategy,Namco Bandai Games,0,0,0.54,0.04,0.57,00s,Other,Sony
9056,Mobile Suit Gundam: Perfect One Year War,PlayStation,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15,90s,Other,Sony
5266,Mobile Suit Z-Gundam,PlayStation,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36,90s,Other,Sony
2635,Momotarou Dentetsu 7,PlayStation,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79,90s,Other,Sony
4236,Momotarou Dentetsu V,PlayStation,1999,Misc,Hudson Entertainment,0,0,0.44,0.03,0.47,90s,Other,Sony
1273,Monopoly,PlayStation,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51,90s,Other,Sony
2083,Monster Rancher,PlayStation,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,90s,Other,Sony
2009,Monster Rancher 2,PlayStation,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,90s,Other,Sony
3623,"Monsters, Inc. Scream Team",PlayStation,2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56,00s,Other,Sony
8194,Moon,PlayStation,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18,90s,Other,Sony
3719,Mortal Kombat 3,PlayStation,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,90s,Other,Sony
1328,Mortal Kombat 4,PlayStation,1998,Fighting,GT Interactive,0.81,0.55,0,0.1,1.46,90s,Other,Sony
3021,Mortal Kombat Mythologies: Sub-Zero,PlayStation,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68,90s,Other,Sony
543,Mortal Kombat Trilogy,PlayStation,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79,90s,Other,Sony
7567,Mortal Kombat: Special Forces,PlayStation,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,00s,Other,Sony
2601,Moto Racer,PlayStation,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8,90s,Other,Sony
2983,Moto Racer 2,PlayStation,1997,Racing,Electronic Arts,0.39,0.26,0,0.05,0.69,90s,Other,Sony
5114,Moto Racer World Tour,PlayStation,2000,Racing,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38,00s,Other,Sony
2636,Motocross Mania,PlayStation,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,00s,Other,Sony
4490,Ms. Pac-Man Maze Madness,PlayStation,2000,Puzzle,Namco Bandai Games,0.25,0.17,0,0.03,0.44,00s,Other,Sony
4245,MTV Music Generator,PlayStation,1999,Misc,Codemasters,0.26,0.18,0,0.03,0.47,90s,Other,Sony
9976,MTV Sports: Pure Ride,PlayStation,2000,Sports,THQ,0.07,0.05,0,0.01,0.12,00s,Other,Sony
8822,Muppet RaceMania,PlayStation,1999,Racing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,90s,Other,Sony
8624,N2O: Nitrous Oxide,PlayStation,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16,90s,Other,Sony
9546,Nagano Winter Olympics '98,PlayStation,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,90s,Other,Sony
330,Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,90s,Other,Sony
6144,Namco Museum Vol.2,PlayStation,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,90s,Other,Sony
305,Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,90s,Other,Sony
7751,Namco Museum Vol.4,PlayStation,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,90s,Other,Sony
8823,Namco Museum Vol.5,PlayStation,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,90s,Other,Sony
9663,Namco Soccer Prime Goal,PlayStation,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,90s,Other,Sony
6896,Namco Tennis Smash Court,PlayStation,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24,90s,Other,Sony
1187,NASCAR 2000,PlayStation,1999,Racing,Electronic Arts,0.88,0.6,0,0.1,1.59,90s,Other,Sony
2573,NASCAR 2001,PlayStation,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81,00s,Other,Sony
1254,NASCAR 98,PlayStation,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52,90s,Other,Sony
